"Brookings Bulletin","Brookings Bull.",""
"Brookings bulletin (Washington, D.C. : 1962)","Brookings Bull",""
"Brookings papers on economic activity","Brookings Pap Econ Act",""
"Brookings Review","Brookings Rev.",""
"Brooklyn journal of international law","Brooklyn J Int Law",""
"Brooklyn law review","Brooklyn Law Rev",""
"Broward review","Broward Rev",""
"Bruns' Beitrage fur Klinische Chirurgie","Bruns Beitr. Klin. Chir.",""
"Bruns' Beitrage zur klinischen Chirurgie","Bruns Beitr Klinischen Chir",""
"Bruxelles Medical","Brux. Med.",""
"BSCS Pamphlets","BSCS Pam.",""
"BTTA Review","BTTA Rev.",""
"Bucherei des Augenarztes","Buch. Augenarzt.",""
"Buffalo law review","Buffalo Law Rev",""
"Building and Environment","Build. Environ.",""
"Building Operating Management","Build. Oper. Manage.",""
"Building Science","Build. Sci.",""
"Building Services Engineering Research and Technology","Build. Serv. Eng. Res. Technol.",""
"Building Simulation","Build. Simul.",""
"Building Systems Design","Build. Syst. Des.",""
"Built environment","Built Environ",""
"Buletin i Universitetit Shteteror te Tiranes. Seria shkencat mjekesore","Bul Univ Shtet Tiranes Ser Shk Mjekesore",""
"Buletin keluarga","Bul Keluarga",""
"Buletin stiintific. Sectiunea de stiinte medicale. Academia Republicii Populare Romane","Bul Stiint Sect Stiint Medicale Acad Republicii Pop Romane",""
"Bulgarian Journal of Physics","Bulg. J. Phys.",""
"Bulletin (American Association for the History of Nursing)","Bull Am Assoc Hist Nurs",""
"Bulletin (Eugenics Society (London, England))","Bull Eugen Soc",""
"Bulletin (Gandhigram Institute of Rural Health and Family Welfare Trust)","Bull Gandhigram Inst Rural Health Fam Welf Trust",""
"Bulletin (Hospital for Joint Diseases (New York, N.Y.))","Bull Hosp Jt Dis",""
"Bulletin (Institute of Medical Ethics (Great Britain))","IME bull",""
"Bulletin (National Clearinghouse for Poison Control Centers (U.S.))","Bull Natl Clgh Poison Control Cent",""
"Bulletin (National Medical and Dental Association (U.S)).","Bull Natl Med Dent Assoc Natl Advocates Soc",""
"Bulletin (New York State Archeological Association : 1987)","Bull J N Y State Archeol Assoc",""
"Bulletin (Societe belge d'etudes Napoleoniennes)","Bull Soc Belge Etud Napoleon",""
"Bulletin (St. Louis Park Medical Center)","Bull St Louis Park Med Cen",""
"Bulletin (Western Dental Society).","West Dent Soc Bull",""
"Bulletin - Academy of Medicine of New Jersey","Bull Acad Med N J",""
"Bulletin - Alameda County Dental Society","Bull Alameda Cty Dent Soc",""
"Bulletin - American Academy of Arts and Sciences. American Academy of Arts and Sciences","Bull Am Acad Arts Sci",""
"Bulletin - American Association of Hospital Dentists","Bull Am Assoc Hosp Dent",""
"Bulletin - American Protestant Hospital Association","Bull Am Protestant Hosp Assoc",""
"Bulletin - Bibliotheque royale Albert Ier. Bibliotheque royale Albert Ier","Bull Bibl R Albert",""
"Bulletin - British Society for Middle Eastern Studies. British Society for Middle Eastern Studies","Bull Br Soc Middle East Stud",""
"Bulletin - Cercle Benelux d'histoire de la pharmacie","Bull Cercle Benelux Hist Pharm",""
"Bulletin - Cincinnati Dental Society","Bull Cincinnati Dent Soc",""
"Bulletin - Cosmos Club. Cosmos Club (Washington, D.C.)","Bull Cosm Club",""
"Bulletin - Geisinger Medical Center","Bull Geisinger",""
"Bulletin - Institute for Medical Research, Kuala Lumpur","Bull Inst Med Res Kuala Lumpur",""
"Bulletin - Mount Desert Island Biological Laboratory, Salisbury Cove, Maine","Bull Mt Desert Isl Biol Lab Salisb Cove Maine",""
"Bulletin - Musees royaux des beaux-arts de Belgique. Musees royaux des beaux-arts de Belgique","Bull Mus Rov Beaux Arts Belg",""
"Bulletin - N. Z. Society of Periodontology","Bull N Z Soc Periodontol",""
"Bulletin - National Tuberculosis and Respiratory Disease Association","Bull Natl Tuberc Respir Dis Assoc",""
"Bulletin - National Tuberculosis Association","Bull Natl Tuberc Assoc",""
"Bulletin - New Jersey Society of Dentistry for Children","Bull N J Soc Dent Child",""
"Bulletin - Northern District Dental Society","Bull North Dist Dent Soc",""
"Bulletin - Office international des epizooties","Bull Off Int Epizoot",""
"Bulletin - Pacific Coast Society of Orthodontists","Bull Pac Coast Soc Orthod",""
"Bulletin - San Diego County Dental Society","Bull San Diego Cty Dent Soc",""
"Bulletin - San Mateo County Dental Society","Bull San Mateo Cty Dent Soc",""
"Bulletin - Second District Dental Society","Bull Second Dist Dent Soc",""
"Bulletin - Sinai Hospital of Detroit","Bull Sinai Hosp Detroit",""
"Bulletin - Societe francaise d'histoire des hopitaux","Bull Soc Fr Hist Hop",""
"Bulletin - Society of Vacuum Coaters","Bull. Soc. Vac. Coaters",""
"Bulletin - Tennessee Nurses Association","Bull Tenn Nurses Assoc",""
"Bulletin - Texas Nurses Association","Bull Tex Nurses Assoc",""
"Bulletin / Atlantic-Cape May County Dental Society","Bull Atl Cape May Cty Dent Soc",""
"Bulletin / Midtown Dental Society","Bull Midtown Dent Soc",""
"Bulletin / Monmouth-Ocean County Dental Society","Bull Monmouth Ocean Cty Dent Soc",""
"Bulletin angewandte Geologie","Bull. angew. Geol.",""
"Bulletin Biologique de la France et de la Belgique","Bull. Biol. Fr. Belg.",""
"Bulletin Bodenkundliche Gesellschaft der Schweiz","Bull. Bodenkd. Ges. Schweiz",""
"Bulletin d'audiophonologie","Bull Audiophonol",""
"Bulletin d'etudes orientales / Institut francais de Damas","Bull Etud Orient",""
"Bulletin d'histoire de l'electricite","Bull Hist Electr",""
"Bulletin d'histoire politique","Bull Hist Polit",""
"Bulletin d'hygiene. Health bulletin. Montreal (Quebec). Dept. of Health","Bull Hyg",""
"Bulletin d'information. Federation pharmaceutique mediterraneenne","Bull Inform Fed Pharm Mediterr",""
"Bulletin de Groupement europeen pour la recher che scientifique en stomatologie & odontologie","Bull Group Eur Rech Sci Stomatol Odontol",""
"Bulletin de l'Academie de Chirurgie Dentaire","Bull. Acad. Chir. Dent. (Paris)",""
"Bulletin de l'Academie Dentaire","Bull. Acad. Dent. (Paris)",""
"Bulletin de l'Academie lorraine des sciences","Bull Acad Soc Lorraines Sci",""
"Bulletin de l'Academie Nationale de Chirurgie Dentaire","Bull. Acad. Natl. Chir. Dent.",""
"Bulletin de l'Academie nationale de chirurgie dentaire (1983)","Bull Acad Natl Chir Dent",""
"Bulletin de l'Academie Nationale de Medecine","Bull. Acad. Natl. Med.",""
"Bulletin de l'Academie Polonaise des Sciences. Serie des Sciences Biologiques","Bull. Acad. Pol. Sci. [Biol.]",""
"Bulletin de l'Academie Royale de Medecine de Belgique","Bull. Acad. R. Med. Belg.",""
"Bulletin de l'Academie Veterinaire de France","Bull. Acad. Vet. Fr.",""
"Bulletin de l'Association de geographes francais","Bull Assoc Geogr Fr",""
"Bulletin de l'Association des Anatomistes","Bull. Assoc. Anat. (Nancy)",""
"Bulletin de l'Association des diplomes de microbiologie de la Faculte de pharmacie de Nancy","Bull Assoc Diplomes Microbiol Fac Pharm Nancy",""
"Bulletin de l'Association Francaise pour l'Etude du Cancer","Bull. Assoc. Fr. Etud. Cancer",""
"Bulletin de l'Association Guillaume Bude. Association Guillaume Bude","Bull Assoc Guillaume Bude",""
"Bulletin de l'Association pour la Défense des Intérêts du Jura","Bull. Assoc. Déf. Intérêts Jura",""
"Bulletin de l'Association tunisienne du planning familial : publication interne","Bull Assoc Tunis Plan Fam",""
"Bulletin de l'Ecole francaise d'Extreme-Orient","Bull Ec Fr Extr Orient",""
"Bulletin de l'Institut d'Egypte","Bull Inst Egypte",""
"Bulletin de l'Institut fondamental d'Afrique noire. Serie B: Sciences humaines","Bull Inst Fond Afr Noire Ser B",""
"Bulletin de l'Institut francais d'archeologie orientale. Institut francais d'archeologie orientale du Caire","Bull Inst Fr Archeol Orient",""
"Bulletin de l'Institut National de la Sante et de la Recherche Medicale","Bull. Inst. Natl. Sante Rech. Med.",""
"Bulletin de l'Institut Pasteur","Bull. Inst. Pasteur",""
"Bulletin de l'Office International des Epizooties","Bull. Off. Int. Epizoot.",""
"Bulletin de la Bibliotheque nationale. Bibliotheque nationale (France)","Bull Bibl Nat",""
"Bulletin de la Classe des lettres et des sciences morales et politiques. Academie royale des sciences, des lettres et des beaux-arts de Belgique. Classe des lettres et des sciences morales et politiques","Bull Cl Lett Sci Morales Polit",""
"Bulletin de la Classe des Sciences, Academie Royale de Belgique","Bull. Cl. Sci. Acad. R. Belg.",""
"Bulletin de la Federation des Societes de Gynecologie et d Obstetrique de Langue Francaise","Bull. Fed. Soc. Gynecol. Obstet. Lang. Fr.",""
"Bulletin de la Federation des societes de gynecologie et dobstetrique de langue francaise","Bull Fed Soc Gynecol Obstet Lang Fr",""
"Bulletin de la Murithienne","Bull. Murithienne",""
"Bulletin de la Section d'histoire moderne et contemporaine. France. Comite des travaux historiques et scientifiques. Section d'histoire moderne et contemporaine","Bull Sect Hist Mod Contemp",""
"Bulletin de la Societe archeologique du Finistere. Societe archeologique du Finistere","Bull Soc Archeol Finistere",""
"Bulletin de la societe archeologique, historique et artistique Le vieux papier pour l'etude de la vie et des moeurs d'autrefois","Bull Soc Archeol Hist Artist Vieux Pap",""
"Bulletin de la Societe archeologique, historique, litteraire & scientifique du Gers. Societe archeologique, historique, litteraire et scientifique du Gers","Bull Soc Archeol Hist Litt Sci Gers",""
"Bulletin de la Societe belge d'etudes geographiques. Tijdschrift van de Belgische Vereniging voor Aardrijkskundige studies. Societe belge d'etudes geographiques","Bull Soc Belg Etud Geogr",""
"Bulletin de la Societe Belge d'Ophtalmologie","Bull. Soc. Belge Ophtalmol.",""
"Bulletin de la Societe Chimique de France","Bull. Soc. Chim. Fr.",""
"Bulletin de la Societe d'agriculture, sciences et arts de la Sarthe. Societe d'agriculture, sciences et arts de la Sarthe","Bull Soc Agric Sci Arts Sarthe",""
"Bulletin de la Societe d'etudes des Hautes-Alpes. Societe d'etudes des Hautes-Alpes","Bull Soc Etud His Alpes",""
"Bulletin de la Societe d'histoire moderne. Societe d'histoire moderne (Paris, France)","Bull Soc Hist Mod",""
"Bulletin de la Societe de Borda (Dax, France : 1876)","Bull Soc Borda",""
"Bulletin de la Societe de Chimie Biologique","Bull. Soc. Chim. Biol. (Paris)",""
"Bulletin de la Societe de l'histoire du protestantisme francais (1852)","Bull Soc Hist Protestant Fr",""
"Bulletin de la Societe de Pathologie Exotique","Bull. Soc. Pathol. Exot.",""
"Bulletin de la Societe de pathologie exotique (1990)","Bull Soc Pathol Exot",""
"Bulletin de la Societe de Pathologie Exotique et de Ses Filiales","Bull. Soc. Pathol. Exot. Filiales",""
"Bulletin de la Societe de pharmacie de Bordeaux","Bull Soc Pharm Bord",""
"Bulletin de la Societe de pharmacie de Strasbourg","Bull Soc Pharm Strasb",""
"Bulletin de la Societe des amis des sciences et des lettres de Poznan. Seria C: Medecine","Bull Soc Amis Sci (Med) (Poznan)",""
"Bulletin de la Societe des amis du vieux Toulon","Bull Soc Amis Vieux Toulon",""
"Bulletin de la Societe des etudes oceaniennes (Polynesie orientale)","Bull Soc Etud Oceaniennes",""
"Bulletin de la Societe des lettres, sciences et arts de la Correze. Societe des lettres, sciences et arts de la Correze","Bull Soc Lett Sci Arts Correze",""
"Bulletin de la Societe des Sciences Medicales du Grand-Duche de Luxembourg","Bull. Soc. Sci. Med. Grand. Duche Luxemb.",""
"Bulletin de la Societe Francaise de Dermatologie et de Syphiligraphie","Bull. Soc. Fr. Dermatol. Syphiligr.",""
"Bulletin de la Societe Francaise de Physique","Bull. Soc. Fr. Phys.",""
"Bulletin de la Societe Geologique de France","Bull. Soc. Geol. Fr.",""
"Bulletin de la Societe historique et archeologique du Perigord. Societe historique et archeologique du Perigord","Bull Soc Hist Archeol Perigord",""
"Bulletin de la Societe industrielle de Mulhouse","Bull Soc Ind Mulhouse",""
"Bulletin de la Societe Internationale de Chirurgie","Bull. Soc. Int. Chir.",""
"Bulletin de la Societe languedocienne de geographie","Bull Soc Languedoc Geogr",""
"Bulletin de la Societe libanaise d'histoire de la medecine","Bull Soc Liban Hist Med",""
"Bulletin de la Societe Medicale d'Afrique Noire de Langue Francaise","Bull. Soc. Med. Afr. Noire Lang. Fr.",""
"Bulletin de la Societe nationale des antiquaires de France. Societe nationale des antiquaires de France","Bull Soc Nat Antiq Fr",""
"Bulletin de la Societe Royale Belge de Gynecologie et d'Obstetrique","Bull. Soc. R. Belge Gynecol. Obstet.",""
"Bulletin de la Société Botanique de France","Bull. Soc. Bot. Fr.",""
"Bulletin de la Société entomologique de France","Bull. Soc. entomol. Fr.",""
"Bulletin de la société entomologique Suisse","Bull. soc. entomol. Suisse",""
"Bulletin de la Société française de photogrammétrie et télédétection","Bull. Soc. fr. photogramm. télédétect.",""
"Bulletin de la société fribourgeoise des sciences naturelles","Bull. soc. fribg. sci. nat.",""
"Bulletin de la Société Géologique de France","Bull. Soc. Géol. Fr.",""
"Bulletin de la Société mycologique de France","Bull. Soc. mycol. Fr.",""
"Bulletin de la société neuchâteloise des sciences naturelles","Bull. soc. neuchâtel. sci. nat.",""
"Bulletin de la Société royale forestière de Belgique","Bull. Soc. r. for. Belg.",""
"Bulletin de la Société Vaudoise des sciences naturelles","Bull. Soc. Vaud. sci. nat.",""
"Bulletin de liaison de demographie africaine","Bull Liaison Demogr Afr",""
"Bulletin de medecine legale, urgence medicale, centre anti-poisons","Bull Med Leg Urgence Med Cent Antipoisons",""
"Bulletin de methodologie sociologique : BMS","Bull Methodol Sociol",""
"Bulletin de microscopie appliquee","Bull Micr Appl",""
"Bulletin de philosophie medievale","Bull Philos Mediev",""
"Bulletin de Physio-Pathologie Respiratoire","Bull. Physiopathol. Respir. (Nancy)",""
"Bulletin de vulgarisation forestière","Bull. vulg. for.",""
"Bulletin der Schweizerischen Akademie der Medizinischen Wissenschaften","Bull. Schweiz. Akad. Med. Wiss.",""
"Bulletin des etudes portugaises","Bull Etud Port Bres",""
"Bulletin des etudes Valeryennes","Bull Etud Valeryennes",""
"Bulletin des Infirmieres Catholiques du Canada","Bull. Infirm. Cathol. Can.",""
"Bulletin des Leo Baeck Instituts. Leo Baeck Institute","Bull Leo Baeck Inst",""
"Bulletin des recherches agronomiques de Gembloux","Bull. rech. agron. Gembloux",""
"Bulletin des seances- Academie royale des sciences d'outre-mer","Bull Seances Acad R Sci Outre Mer",""
"Bulletin des Societes Chimiques Belges","Bull. Soc. Chim. Belg.",""
"Bulletin des Societes d'Ophtalmologie de France","Bull. Soc. Ophtalmol. Fr.",""
"Bulletin du C. E. R. P","Bull Cerp",""
"Bulletin du Cancer","Bull. Cancer (Paris)",""
"Bulletin du Cancer. Radiotherapie","Bull. Cancer. Radiother.",""
"Bulletin du cancer. Radiotherapie : journal de la Societe francaise du cancer : organe de la societe francaise de radiotherapie oncologique","Bull Cancer Radiother",""
"Bulletin du Centre d'histoire economique et sociale de la region lyonnaise. Centre d'histoire economique et sociale de la region lyonnaise","Bull Cent Hist Econ Soc Reg Lyon",""
"Bulletin du Cercle Vaudois de Botanique","Bull. Cercle Vaudois Bot.",""
"Bulletin du Groupement Europeen pour la Recherche Scientifique en Stomatologie et Odontologie","Bull. Group. Eur. Rech. Sci. Stomatol. Odontol.",""
"Bulletin du Groupement International pour la Recherche Scientifique en Stomatologie","Bull. Group. Int. Rech. Sci. Stomatol.",""
"Bulletin du Groupement international pour la recherche scientifique en stomatologie & odontologie","Bull Group Int Rech Sci Stomatol Odontol",""
"Bulletin du Groupement International pour la Recherche Scientifique en Stomatologie et Odontologie","Bull. Group. Int. Rech. Sci. Stomatol. Odontol.",""
"Bulletin du STATEC. Luxembourg. Service central de la statistique et des etudes economiques","Bull Statec",""
"Bulletin d’information Office national des forêts","Bull. inf. Off. natl. for.",""
"Bulletin d’informations techniques","Bull. inf. tech.",""
"Bulletin economique et social du Maroc","Bull Econ Soc Maroc",""
"Bulletin et Memoires de l'Academie Royale de Medecine de Belgique","Bull. Mem. Acad. R. Med. Belg.",""
"Bulletin et Memoires de la Societe des Chirurgiens de Paris","Bull. Mem. Soc. Chir. Paris",""
"Bulletin Europeen de Physiopathologie Respiratoire","Bull. Eur. Physiopathol. Respir.",""
"Bulletin for the History of Chemistry","Bull. Hist. Chem.",""
"Bulletin Forestry Commission","Bull. For. Comm.",""
"Bulletin Geological Society of America","Bull. Geol. Soc. Am.",""
"Bulletin Geological Survey of Canada","Bull. Geol. Surv. Can.",""
"Bulletin hispanique","Bull Hisp",""
"Bulletin historique et scientifique de l'Auvergne","Bull His Sci Auvergne",""
"Bulletin Institute of Mining and Metallurgy","Bull. Inst. Min. Metall.",""
"Bulletin International De L Academie Polonaise Des Sciences Et Des Lettres, Classe De Medecine","Bull Int Acad Pol Sci Let Cl Med",""
"Bulletin international des services de sante des armees de terre, de mer et de l'air","Bull Int Serv Sante Armees Terre Mer Air",""
"Bulletin medecine legale, toxicologie","Bull Med Leg Toxicol",""
"Bulletin medical","Bull Med",""
"Bulletin medical. Revue medicale francaise. Guide du praticien","Bull Med Rev Med Fr Guide Prat",""
"Bulletin mensuel - Societe de medecine militaire francaise","Bull Mens Soc Med Mil Fr",""
"Bulletin mensuel de la Societe veterinaire pratique de France","Bull Mens Soc Vet Prat Fr",""
"Bulletin Mensuel de la Société Linnéenne de Lyon","Bull. Mens. Soc. Linn. Lyon",""
"Bulletin Mensuel, Societe de Medecine Militaire Francaise","Bull. Mens. Soc. Med. Mil. Fr.",""
"Bulletin municipal officiel de la ville de Marseille","Bull Munic Off Ville Mars",""
"Bulletin Norges Geologiske Undersoekels","Bull. Nor. Geol. Unders.",""
"Bulletin of Academy of Dentistry for the Handicapped","Bull. Acad. Dent. Handicap.",""
"Bulletin of Alloy Phase Diagrams","Bull. Alloy Phase Diagr.",""
"Bulletin of anesthesia history","Bull Anesth Hist",""
"Bulletin of Animal Behaviour","Bull. Anim. Behav.",""
"Bulletin of Animal Health and Production in Africa","Bull. Anim. Health Prod. Afr.",""
"Bulletin of animal health and production in Africa. Bulletin des sante et production animales en Afrique","Bull Anim Health Prod Afr",""
"Bulletin of bibliography (Westwood, Mass. : 1979)","Bull Bibliogr",""
"Bulletin of Brewing Science","Bull. Brew. Sci.",""
"Bulletin of Canadian Petroleum Geology","Bull. Can. Petrol. Geol.",""
"Bulletin of Clinical Neurosciences","Bull. Clin. Neurosci.",""
"Bulletin of concerned Asian scholars","Bull Concern Asian Sch",""
"Bulletin of Czechoslovak law","Bull Czechoslovak Law",""
"Bulletin of Earthquake Engineering","Bull. Earthquake Eng.",""
"Bulletin of ECerS","Bull. ECerS",""
"Bulletin of economic research","Bull Econ Res",""
"Bulletin of Electrochemistry","Bull. Electrochem.",""
"Bulletin of Endemic Diseases","Bull. Endem. Dis. (Baghdad)",""
"Bulletin of Engineering Geology and the Environment","Bull. Eng. Geol. Env.",""
"Bulletin of Entomological Research","Bull. Entomol. Res.",""
"Bulletin of Environment Contamination and Toxicology","Bull. Environ. Contam. Toxicol.",""
"Bulletin of Environmental Contamination and Toxicology","Bull. Environ. Contam. Toxicol.",""
"Bulletin of Epizootic Diseases of Africa","Bull. Epizoot. Dis. Afr.",""
"Bulletin of epizootic diseases of Africa. Bulletin des epizooties en Afrique","Bull Epizoot Dis Afr",""
"Bulletin of Experimental Biology and Medicine","Bull. Exp. Biol. Med.",""
"Bulletin of francophone Africa / Maghreb Research Group","Bull Francoph Afr",""
"Bulletin of gastrointestinal endoscopy","Bull Gastrointest Endosc",""
"Bulletin of Glaciological Research","Bull. Glaciol. Res.",""
"Bulletin of Haffkine Institute","Bull Haffkine",""
"Bulletin of Hygiene","Bull. Hyg. (Lond.)",""
"Bulletin of Indonesian economic studies","Bull Indones Econ Stud",""
"Bulletin of Islamic medicine / Kuwait Ministry of Public Health [and] National Council of Culture, Arts and Letters","Bull Islam Med",""
"Bulletin of Latin American research","Bull Lat Am Res",""
"Bulletin of Marine Science","Bull. Mar. Sci.",""
"Bulletin of Materials Science","Bull. Mater. Sci.",""
"Bulletin of Mathematical Biology","Bull. Math. Biol.",""
"Bulletin of Mathematical Biophysics","Bull. Math. Biophys.",""
"Bulletin of medical ethics","Bull Med Ethics",""
"Bulletin of peace proposals","Bull Peace Propos",""
"Bulletin of Pharmaceutical Research Institute","Bull. Pharm. Res. Inst.",""
"Bulletin of Polish Medical Science and History","Bull. Pol. Med. Sci. Hist.",""
"Bulletin of Postgraduate Institute of Medical Education and Research, Chandigarh","Bull Postgrad Inst Med Educ Res Chandigarh",""
"Bulletin of Prosthetics Research","Bull. Prosthet. Res.",""
"Bulletin of research in the humanities","Bull Res Humanit",""
"Bulletin of science, technology & society","Bull Sci Technol Soc",""
"Bulletin of the 8th District Dental Society","Bull. Eighth. Dist. Dent. Soc.",""
"Bulletin of the Academy of General Dentistry","Bull. Acad. Gen. Dent.",""
"Bulletin of the Academy of Sciences of the USSR, Physical Series [translation of Izvestiya Akademii Nauk SSSR, Seriya Fizicheskaya]","Bull. Acad. Sci. USSR, Phys. Ser.",""
"Bulletin of the Akron Dental Society","Bull. Akron Dent. Soc.",""
"Bulletin of the American Academy of Psychiatry and the Law","Bull. Am. Acad. Psychiatry Law",""
"Bulletin of the American Astronomical Society","Bull. Am. Astron. Soc.",""
"Bulletin of the American College of Nurse-Midwifery","Bull. Am. Coll. Nurse. Midwifery",""
"Bulletin of the American College of Nurse-Midwives","Bull. Am. Coll. Nurse. Midwives",""
"Bulletin of the American College of Physicians","Bull. Am. Coll. Physicians",""
"Bulletin of the American College of Surgeons","Bull. Am. Coll. Surg.",""
"Bulletin of the American Meteorological Society","Bull. Am. Meteorol. Soc.",""
"Bulletin of The American Physical Society","Bull. Am. Phys. Soc.",""
"Bulletin of the American Schools of Oriental Research. American Schools of Oriental Research","Bull Am Schools Orient Res",""
"Bulletin of the American Society for Information Science","Bull. Am. Soc. Inf. Sci.",""
"Bulletin of the American Society for Information Science / ASIS","Bull Am Soc Inf Sci",""
"Bulletin of the Astronomical Institutes of the Netherlands","Bull. Astron. Inst. Neth.",""
"Bulletin of the Astronomical Society of India","Bull. Astron. Soc. India",""
"Bulletin of the Bergen County Dental Society","Bull. Bergen Cty. Dent. Soc.",""
"Bulletin of the Biogeographical Society of Japan","Bull. Biogeogr. Soc. Jpn.",""
"Bulletin of the British Association of Orientalists. British Association of Orientalists","Bull Br Assoc Orient",""
"Bulletin of the British Museum (Natural History). Historical series","Bull Br Mus",""
"Bulletin of the British Museum of Natural History, Botany","Bull. Br. Mus. Nat. Hist., Bot.",""
"Bulletin of the British Mycological Society","Bull. Br. Mycol. Soc.",""
"Bulletin of the British Ornithologists’ Club","Bull. Br. Ornithol. Club",""
"Bulletin of the British Psychological Society","Bull Br Psychol Soc",""
"Bulletin of the Bronx County Dental Society","Bull. Bronx Cty. Dent. Soc.",""
"Bulletin of the Calcutta School of Tropical Medicine","Bull. Calcutta Sch. Trop. Med.",""
"Bulletin of the California Agricultural Experiment Station","Bull. Calif. Agric. Exp. Stn.",""
"Bulletin of the Canadian Biochemical Society","Bull. Can. Biochem. Soc.",""
"Bulletin of the Chemical Society of Ethiopia","Bull. Chem. Soc. Ethiop.",""
"Bulletin of the Chemical Society of Japan","Bull. Chem. Soc. Jpn.",""
"Bulletin of the Chest Disease Research Institute, Kyoto University","Bull. Chest Dis. Res. Inst. Kyoto Univ.",""
"Bulletin of the Cincinnati Dental Society","Bull. Cincinnati Dent. Soc.",""
"Bulletin of the Cleveland Dental Society","Bull. Cleve. Dent. Soc.",""
"Bulletin of the Contra Costa Dental Society","Bull. Contra Costa Dent. Soc.",""
"Bulletin of the Dental Guidance Council for Cerebral Palsy","Bull. Dent. Guid. Counc. Cereb. Palsy",""
"Bulletin of the Eleventh District Dental Society","Bull. Eleventh Dist. Dent. Soc.",""
"Bulletin of the Entomological Society of America","Bull. Entomol. Soc. Am.",""
"Bulletin of the European Ceramic Society","Bull. Eur. Ceram. Soc.",""
"Bulletin of the Fifth District Dental Society","Bull. Fifth Dist. Dent. Soc. (Fresno)",""
"Bulletin of the Fifth District Dental Society of the State of New York","Bull. Fifth Dist. Dent. Soc. State N. Y.",""
"Bulletin of the Geobotanical Institute ETH","Bull. Geobot. Inst. ETH",""
"Bulletin of the Geological Society of China","Bull. Geol. Soc. China",""
"Bulletin of the Geological Society of Denmark","Bull. Geol. Soc. Den.",""
"Bulletin of the Georgia Academy of Science","Bull Ga Acad Sci",""
"Bulletin of the Ghana Geographical Association","Bull Ghana Geogr Assoc",""
"Bulletin of the Gloucester County Historical Society","Bull Gloucester Cty Hist Soc",""
"Bulletin of the History of Dentistry","Bull. Hist. Dent.",""
"Bulletin of the History of Medicine","Bull. Hist. Med.",""
"Bulletin of the history of medicine. Supplements","Bull Hist Med Suppl",""
"Bulletin of the Hospital for Joint Diseases","Bull. Hosp. Joint Dis.",""
"Bulletin of the Hospital for Joint Diseases Orthopaedic Institute","Bull. Hosp. Jt. Dis. Orthop. Inst.",""
"Bulletin of the Hudson County Dental Society","Bull. Hudson Cty. Dent. Soc.",""
"Bulletin of the Hunt Institute for Botanical Documentation. Hunt Institute for Botanical Documentation","Bull Hunt Inst Bot Doc",""
"Bulletin of the Illinois Dental Hygienists Association","Bull. Ill. Dent. Hyg. Assoc.",""
"Bulletin of the Indian Institute of History of Medicine (Hyderabad)","Bull Indian Inst Hist Med Hyderabad",""
"Bulletin of the Indian Vacuum Society","Bull. Indian Vac. Soc.",""
"Bulletin of the Institute for Chemical Research, Kyoto University","Bull Inst Chem Res Kyoto Univ",""
"Bulletin of the Institute for Medical Research, University of Madrid","Bull. Inst. Med. Res. Univ. Madr.",""
"Bulletin of the Institute of Historical Research","Bull Inst Hist Res",""
"Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia","Bull. Inst. Marit. Trop. Med. Gdynia",""
"Bulletin of the Institute of Medicine (Hyderabad)","Bull Inst Hist Med Hyderabad",""
"Bulletin of the International Association of Engineering Geology","Bull. Int. Assoc. Eng. Geol.",""
"Bulletin of the International Association of Scientific Hydrology","Bull. Int. Assoc. Sci. Hydrol.",""
"Bulletin of the International Committee on Urgent Anthropological and Ethnological Research. International Committee on Urgent Anthropological and Ethnological Research","Bull Int Comm Urgent Anthropol Ethnol Res",""
"Bulletin of the International Dairy Association","Bull. Int. Dairy Assoc.",""
"Bulletin of the International Pediatric Association. Bulletin de l'Association internationale de pediatrie. Boletin de la Asociacion Internacional de Pediatria","Bull Int Pediatr Assoc",""
"Bulletin of the International Union Against Tuberculosis","Bull. Int. Union Tuberc.",""
"Bulletin of the International Union Against Tuberculosis and Lung Disease","Bull. Int. Union Tuberc. Lung Dis.",""
"Bulletin of the Johns Hopkins Hospital","Bull Johns Hopkins Hosp",""
"Bulletin of the Kanagawa Dental College","Bull. Kanagawa Dent. Coll.",""
"Bulletin of the Korean Chemical Society","Bull. Korean Chem. Soc.",""
"Bulletin of the Los Angeles Dental Society","Bull. Los Angeles Dent. Soc.",""
"Bulletin of the Los Angeles Neurological Societies","Bull. Los Angeles Neurol. Soc.",""
"Bulletin of the Los Angeles Neurological Society","Bull Los Angel Neuro Soc",""
"Bulletin of the Mason Clinic","Bull Mason Clin",""
"Bulletin of the Massachusetts Nurses Association","Bull. Mass. Nurses Assoc.",""
"Bulletin of the Medical Library Association","Bull. Med. Libr. Assoc.",""
"Bulletin of the Menninger Clinic","Bull. Menninger Clin.",""
"Bulletin of the Michigan Dental Hygienists Association","Bull. Mich. Dent. Hyg. Assoc.",""
"Bulletin of the Montgomery-Bucks Dental Society","Bull. Montg. Bucks Dent. Soc.",""
"Bulletin Of The National Guild Of Catholic Psychiatrists","Bull Natl Guild Cathol Psychiatr",""
"Bulletin of the Natural Family Planning Council of Victoria","Bull Nat Fam Plan Counc Vic",""
"Bulletin of the New Jersey College of Medicine and Dentistry","Bull. N. J. Coll. Med. Dent.",""
